protID,geneID,absUsage,percUsage,kcat,source,rxnID,rxnNames,grRules
Q6C8V3,YALI0D16753g,2.15565112576747e-08,5.50470705741078e-07,121600,brenda,713_REV_EXP_1,"malate dehydrogenase (reversible)",YALI0D16753g
Q6C8V3,YALI0D16753g,0.000263083773501359,0.00671815159406924,1141,brenda,715_EXP_1,"malate dehydrogenase, peroxisomal",YALI0D16753g
Q6C8V3,YALI0D16753g,1.49609738012563e-06,3.82045949296143e-05,121600,brenda,715_REV_EXP_1,"malate dehydrogenase, peroxisomal (reversible)",YALI0D16753g
standard,standard,0.118262773199255,3.01997811462711,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
standard,standard,4.00102440961209e-05,0.00102170833866371,14.915,standard,1618,"5'-nucleotidase (dUMP)",
standard,standard,2.71423653740778e-07,6.9311201819039e-06,14.915,standard,1623,"5-formethyltetrahydrofolate cyclo-ligase",
standard,standard,0.000199515600159381,0.00509486400249427,14.915,standard,1664_REV,"bicarbonate formation (reversible)",
standard,standard,9.9767763963509e-05,0.00254768644066415,14.915,standard,1665_REV,"bicarbonate formation (reversible)",
standard,standard,0.000359307195786199,0.00917532912807764,14.915,standard,1667_REV,"bicarbonate formation (reversible)",
standard,standard,4.45989209304409e-06,0.000113888556392119,14.915,standard,1690,"CMP nucleosidase",
standard,standard,4.99934209201095e-05,0.00127664042512935,14.915,standard,1734,"deoxyuridine kinase (ATP:deoxyuridine)",
standard,standard,3.69515191156603e-05,0.000943600221884727,14.915,standard,1821,"guanosine kinase",
standard,standard,0.00329867041689054,0.0842354038966518,14.915,standard,1887,"L-glutamate 5-semialdehyde dehydratase",
standard,standard,7.98142111691322e-05,0.00203814915248855,14.915,standard,1887_REV,"L-glutamate 5-semialdehyde dehydratase (reversible)",
standard,standard,0.00016704442454912,0.00426567458771552,14.915,standard,1974,"nucleoside-diphosphatase (dGDP)",
standard,standard,3.29424489833138e-05,0.000841223931086159,14.915,standard,1975,"nucleoside-triphosphatase (dGTP)",
standard,standard,8.1490076448902e-06,0.000208094433081099,14.915,standard,2026,"pyridoxamine kinase",
standard,standard,8.1490076448902e-06,0.000208094433081099,14.915,standard,2027,"pyridoxamine phosphatase",
standard,standard,1.12292953817201e-05,0.00028675318004205,14.915,standard,2031,"pyrimidine-nucleoside phosphorylase (uracil)",
standard,standard,1.04591885102155e-05,0.000267087601137103,14.915,standard,2031_REV,"pyrimidine-nucleoside phosphorylase (uracil) (reversible)",
standard,standard,1.72202419225422e-06,4.39739000936852e-05,14.915,standard,2064,"thiamin phosphatase",
standard,standard,1.72202419225422e-06,4.39739000936852e-05,14.915,standard,2065,"thiaminase",
standard,standard,3.29067046470241e-06,8.40311157688441e-05,14.915,standard,2074,"thymidine kinase (ATP:thymidine)",
standard,standard,1.4255329417158e-05,0.000364026495337492,14.915,standard,26,"2-keto-4-methylthiobutyrate transamination",
standard,standard,6.45881769039556e-05,0.00164933457449854,14.915,standard,3332g,"PA kinase, Golgi membrane",
standard,standard,4.11649868425212e-05,0.0010511960441167,14.915,standard,3332g_REV,"PA kinase, Golgi membrane (reversible)",
standard,standard,3.9445659564404e-05,0.0010072910128771,14.915,standard,465,"glucosamine-6-phosphate deaminase",
standard,standard,4.13868043490497e-05,0.00105686041336017,14.915,standard,475,"glutaminase",
standard,standard,2.99303291890134e-05,0.000764305932198243,14.915,standard,679,"L-asparaginase",
standard,standard,0.00293466290294946,0.0749400466517329,14.915,standard,679_REV,"L-asparaginase (reversible)",
standard,standard,0.0020380094009632,0.052042951655999,14.915,standard,821,"orotidine-5'-phosphate decarboxylase",
standard,standard,3.87386561683656e-06,9.89236854960427e-05,14.915,standard,992,"serine O-acetyltransferase",
standard,standard,0,0,14.915,standard,xPOOL_FA_EM_REV,"Fatty acids pool (reversible)",
standard,standard,0,0,14.915,standard,xPOOL_FA_LP_REV,"Fatty acids pool (reversible)",
standard,standard,7.93874012708258e-05,0.00202725006296847,14.915,standard,yli0037,"maleylacetoacetate isomerase",
standard,standard,7.93874012708258e-05,0.00202725006296847,14.915,standard,yli0037_REV,"maleylacetoacetate isomerase (reversible)",
standard,standard,0.0540923145450796,1.38131046377911,14.915,standard,yli0039,"erythrose kinase",
standard,standard,8.06940594678518e-05,0.00206061710698044,14.915,standard,yli0039_REV,"erythrose kinase (reversible)",
standard,standard,0.0540927244951398,1.38132093233296,14.915,standard,yli0040,"erythrose reductase",
standard,standard,8.11040095280626e-05,0.00207108566083246,14.915,standard,yli0040_REV,"erythrose reductase (reversible)",
standard,standard,5.60747677689653e-05,0.00143193472353091,14.915,standard,yli0042,"arabinitol dehydrogenase",
standard,standard,5.60747677689653e-05,0.00143193472353091,14.915,standard,yli0042_REV,"arabinitol dehydrogenase (reversible)",
standard,standard,2.42245167531003e-05,0.000618601343877855,14.915,standard,yli0049,"3-methylglutaconyl-CoA dehydratase",
Q6CAF8,YALI0D03135g,0.109721719077536,2.80187231661764,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6CAF8,YALI0D03135g,0.0215370111979976,0.549972748929601,0.98,brenda,669,"ketol-acid reductoisomerase (2-aceto-2-hydroxybutanoate)",YALI0D03135g
Q6CAF8,YALI0D03135g,0.0881847078795368,2.25189956768801,0.98,brenda,96,"acetohydroxy acid isomeroreductase",YALI0D03135g
Q6C4K5,YALI0E26004g,0.10852353298473,2.77127523454663,NaN,===,===,"involved in multiple rxns, usage combined, individual rxns below",===
Q6C4K5,YALI0E26004g,7.02957673879628e-05,0.00179508456735483,8.2041,DLKcat,322,"D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase",YALI0E26004g
Q6C4K5,YALI0E26004g,5.80966177647969e-05,0.00148356502589311,9.9268,DLKcat,322_REV,"D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase (reversible)",YALI0E26004g
Q6C4K5,YALI0E26004g,4.93139674783604e-05,0.00125928978749012,64.5,brenda,450,"fructose-bisphosphate aldolase",YALI0E26004g
Q6C4K5,YALI0E26004g,0.00317757309656568,0.0811430423087419,14.2949,DLKcat,450_REV,"fructose-bisphosphate aldolase (reversible)",YALI0E26004g
Q6C4K5,YALI0E26004g,3.65041112174574e-05,0.000932175138366621,8.8297,DLKcat,990,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",YALI0E26004g
Q6C4K5,YALI0E26004g,0.105131749424316,2.68466207771877,13.8,custom,990_REV,"sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase (reversible)",YALI0E26004g
